OCCU_DESC,WK_TYPE,CJOB_TYPE,CJOB_NAME1,CJOB_NO,CJOB_NAME2,AVAILREQNUM,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,SALARY_L,SALARY_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE,seg
《11/24艋舺站小徵》廚師,全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,3,20221124,"1.依照流程及服務原則，正確地執行烹飪業務，以滿足顧客的餐飲需求2.針對所負責事務類業務提出改善建議並執行具體方案，以提升顧客滿意度3.落實廚房環境衛生的管理，以確保飲食的清潔【11/24(四) 下午2:00-4:00 ,艋舺站辦理微型現場徵才活動】",台北市不限,3年以上,輪班二班制,月薪,43000.0,47000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=152370&HIRE_ID=11578113,海霸王餐廳股份有限公司-蘆洲分公司,20221110,"['11', '24', '小徵', '廚師']"
門市正職人員■無經驗可(此為現場徵才活動職缺),全職,6,客服／門市,60203,專櫃／門市（人員／儲備幹部）,20,20221112,1.親切並專業的介紹及銷售產品2.協助顧客結帳及精緻包裝3.店內風格商品陳列，展現品牌特色4.維持買場清潔與管理，創造優質購物空間5.友善傾聽顧客的意見，提供貼心的服務，以吸引顧客再次回訪111年11月12日「中高齡就業博覽會」活動時間：111年11月12（六）10：30 ～16：00活動地點：臺北市政府1樓中庭交通方式：臺北市信義區市府路1號 (近市政府捷運站2號出口)洽詢電話：02-2338-0277*****請親洽，請務必全程配戴口罩參加現場面試*****想要知道更多活動資訊詳情請查詢 www.okwork.taipei,新北市不限,無,日班、夜班、輪班二班制,月薪,26000.0,32000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2319287&HIRE_ID=11498599,生活工場國際股份有限公司,20221005,"['門市正職', '人員', '無經驗', '此為', '現場', '徵才', '活動', '職缺']"
行銷專員,全職,21,行銷／企劃／專案,210103,行銷企劃人員,2,額滿為止,1.官方網站：整體運營、日常維護等2.自媒體經營 ( FB、LINE 、Instagram ...等 )  3.影片發想、拍攝與發佈4.制定年度網路行銷工作計畫與預算，定期檢討業績 5.有執行過Facebook、Google及網路媒體廣告經驗者尤佳 6.品牌行銷策劃，及負責電子報、EDM及各種宣傳文案的企劃與發送  7.網路行銷資料收集整合、網路廣告成效追蹤回饋、匯整網站流量及檔期活動成效分析報告8.熟悉各個網路廣告平台的操作和分析工具，包括：FB Ads 、Google Ads、GA、Google Search Console ...等9.形象曝光；活動展覽策劃,台北市中山區,1年以上,日班,月薪,27000.0,32000.0,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2442347&HIRE_ID=11505097,愛菲斯居家美學股份有限公司,20221006,['行銷專員']
廚師助理,全職,16,旅遊／餐飲／休閒,160206,廚師助理,2,額滿為止,洗菜、切菜、擺盤等。*15:00~17:00空班,台北市北投區,無,日班、夜班,月薪,26000.0,,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1003633&HIRE_ID=11513571,春乃家食品有限公司,20221012,['廚師助理']
(HOLA內湖店) 銷售補貨專員,全職,6,客服／門市,60203,專櫃／門市（人員／儲備幹部）,5,20221231,如果，您喜歡情境式的陳列擺設如果，您喜歡溫馨幸福的氣氛與新鮮流行的感覺歡迎您加入我們的行列工作內容：1. 商品銷售陳列及顧客服務2. 庫存管理3. 換檔作業執行4. 其他主管交辦事項5. 月休8-9天，需排班輪休6. 每季業績達成獎金,台北市內湖區,無,日班、夜班、中班,月薪,30000.0,35000.0,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2257469&HIRE_ID=11428443,特力屋股份有限公司和樂內湖分公司,20220902,"['HOLA', '湖店', '銷售', '補貨', '專員']"
作 業 員 「無求職意願者勿洽、無誠勿擾」,全職,10,技術／維修／操作,100115,沖壓、模具技術人員,2,20261231,從事與製造、沖壓模具之相關工作。機器操作~補料~清點數量~包裝等工作。無經驗可 無性別限制歡迎二度就業者!請直接帶履歷前來應徵也可另徵計時人員上班時間可任選適合自己的時間可上全天~也可上半天時間最少需4小時以上 (不含午休時間)有時需搬運物品無捷運，最好自備交通工具星期六可自由上班，有做有錢星期日固定休假工作滿三個月以上即可免費享有團體意外險是工廠 非乾淨舒適的工作環境鐵皮屋 無冷氣,台北市內湖區,無,日班,時薪,168.0,180.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=71672&HIRE_ID=6401143,宗銘工業有限公司,20211216,"['無求', '職意', '願者', '無誠勿擾']"
居家照顧服務員,全職,17,醫療／美容／保健,170113,照顧服務員,10,20230109,機構名稱：力麗長青長照社團法人附設台北市私立長青居家長照機構長照2.0居家服務,台北市不限,無,日班、中班,時薪,220.0,300.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2438275&HIRE_ID=11576741,力麗長青長照社團法人,20221109,['居家照顧服務員']
咖啡館門市正職人員★(中山區-南京店、松江店),全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20230103,◎#13中山區-南京店、松江店◎【工作內容】 1.咖啡製作 2.飲品調飲製作 3.輕食及簡易餐點製作 4.負責結帳與收銀 5.咖啡相關產品銷售及介紹 6.協助店內產品掌控、結帳、盤點及清潔規範等相關事宜 7.需配合門市輪早晚班及門市輪調 ,台北市中山區,無,日班、輪班二班制、中班,月薪,27500.0,29000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=498944&HIRE_ID=11563563,伯朗咖啡股份有限公司,20221103,"['門市正職', '人員', '松江', '咖啡', '中山', '南京']"
儲備幹部(11/12徵才),全職,6,客服／門市,60202,賣場（人員／儲備幹部）,10,20230107,1.製作麵團、桿麵、煮麵、製作高湯、洗切蔬菜備料、炸天婦羅、包飯糰、收銀結帳、洗碗、收拾餐盤碗筷、掃地..等協助店鋪運管理。2.早、晚輪班制，08:30~22:30，工時8小時(外加1小時用餐)。,台北市不限,無,日班、輪班二班制、中班,月薪,38000.0,,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2208197&HIRE_ID=11569947,台灣東利多股份有限公司,20221107,"['儲備幹部', '11', '12', '徵才']"
《11/23艋舺站小徵》欣葉日本料理外場餐廳領班,全職,16,旅遊／餐飲／休閒,160201,飯店、餐廳主管,10,20221123,"1.新進人員的教育訓練 2.負責督導和示範各項勤務與工作職掌的標準 3.維護餐廳整體環境 4.餐期迎賓送客,提供顧客熱情專業細緻的服務 5.管理外場餐具耗材進貨,盤點,報廢等事宜 6.協助店務各項事宜 【11/23(三) 下午1:00-4:00 ,艋舺站辦理微型現場徵才活動】",台北市不限,無,輪班二班制,月薪,36000.0,40000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=49156&HIRE_ID=11577817,欣葉國際餐飲股份有限公司,20221109,"['11', '23', '小徵', '欣葉', '外場', '餐廳', '領班', '日本料理']"
漢堡王服務員-兼職人員-打烊班[兒童新樂園店],全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20221205,外場作業:外場清潔/工作站清潔內場作業:盆具清洗/機器清洗*打烊班時段:星期日~星期五 16:00-18:30星期六及連續假期 19:00~21:30 可配合彈性排班,台北市士林區,無,夜班、中班,時薪,168.0,,高職,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=149530&HIRE_ID=11501577,家城股份有限公司,20221005,"['漢堡', '服務員', '職人員', '兒童', '新樂園', '打烊']"
公關秘書(台北市中山區)  ,全職,1,經營／行政／總務,10202,行政事務秘書,1,20230108,徵：行政秘書(台北市中山區) 協助總經理VIP客戶，需有業務統計能力，有公關活動執行經驗，熟英文書寫，有駕照會開車。工作時間09:00-18:00，周休二日，月薪32000元以上，二周內可上班者請先E-MAIL履歷合者約面試。,台北市中山區,無,日班,月薪,32000.0,,大學,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2349493&HIRE_ID=11574403,肌容雪實業有限公司,20221108,"['公關', '秘書', '台北市', '中山']"
餐飲服務員,全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,3,20230111,餐廳服務1.餐飲服務、顧客接待及收銀結帳作業2.餐點介紹、跑單、擺盤、送餐及聯繫內外場之工作3.飲料及咖啡製作4.餐廳環境維護5.主管交辦事項,台北市中山區,無,輪班二班制,月薪,30000.0,,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2388889&HIRE_ID=11582227,群欣置業股份有限公司中山分公司,20221111,['餐飲服務員']
【豆腐村】台北新光三越站前店-內場正職,全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,2,20230114, 1. 店鋪營業前置作業。  2. 維護營業單位清潔，佈置及整理。  3. 內場前置備料作業，及配餐、出餐、簡易飲料調配等。 4. 其他店主管吩咐之店鋪相關事務。 ,台北市中正區,1年以上,日班、夜班、輪班二班制,月薪,35000.0,,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1066068&HIRE_ID=11585239,兩班家有限公司,20221114,"['三越', '前店', '內場', '正職', '新光', '台北', '豆腐']"
Routine Fitness_健體教練,全職,16,旅遊／餐飲／休閒,160301,運動教練,2,20221231,在俱樂部中保持Routine Fitness的卓越服務標準 :以身作則: 我們將透過我們的生活方式、健康的外表和行為、積極的態度以及從根本上健全的培訓來激勵他人● 進行體驗課程(Fun Start)預約，包含評估顧客身體質量和完整規劃，仔細了解顧客健康狀況給予適當妥善的訓練計劃● 確保客戶每次在 Routine Fitness 訓練時都能享受積極且鼓舞人心的鍛鍊體驗● 透過銷售、專業服務和維持現有顧客來協助團隊和個人達成目標● 為現有和潛在客戶提供專業優質服務● 確實記錄顧客每堂課程內容，以利在必要時進行跟進和審查● 協助俱樂部隨時維持場內安全、專業及整潔的健身環境● 重視自我訓練和精進教學技巧，願意持續充實專項證照*體適能證照*提供專業培訓課程*若有其他專項證照者佳亦可於104上投遞履歷https://www.104.com.tw/job/6nwop?jobsource＝cs_2018indexpoc,台北市大同區,3年以上,中班,月薪,25250.0,200000.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2390901&HIRE_ID=11226521,寰邦股份有限公司,20220804,"['Routine', 'Fitness', '健體', '教練']"
總公司】視覺傳達美編設計主任、專員,全職,5,廣告／公關／設計,50311,平面廣告設計員,2,20230131,1.公司內部平面告示、張貼物、美編設計2.公司對外平面及線上媒體圖文設計3.公司內網官網更新4.公司各項活動海報設計5.所需設計專長及技術(1)基本文書操作(excel/word/power point)(2)adobe illustrator(節慶海報/廣告DM/網路廣宣/大圖輸出)(3)adobe indesign (出版品製作/公司簡介/型錄製作)(4)adobe photoshop(基本修圖去背)(5)了解基本印刷流程(詢價評估/打樣對色/驗收成品)平面媒體（如：網站、海報、雜誌、DM、廣告看板等）設計、繪圖、美術編輯等工作。(6)基本網頁設計工作任務設計製作平面文宣、海報和DM。設計公司整體CI（企業形象識別）。進行平面的圖文編輯。進行圖稿、文案的排版設計。與印刷廠聯絡，進行估價、打樣之事宜。將圖稿交由印刷廠印刷排版。,台北市信義區,無,日班,月薪,32000.0,42000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=837261&HIRE_ID=11469547,福瑞斯國際公寓大廈管理維護股份有限公司,20221028,"['視覺', '傳達', '美編', '設計', '專員', '主任', '公司']"
房務部-房務員,全職,16,旅遊／餐飲／休閒,160105,房務員,5,20221211,◎【天成飯店集團-台北天成】【天成飯店集團-華山町】房務部 房務員1.客房環境清潔與保養(清掃、備品補充及更換)。2.主管交辦事項。3.樓層公共區域清潔及安全通報 。其他條件：無經驗可，願接受培訓,台北市中正區,無,日班,月薪,27500.0,30000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=153140&HIRE_ID=11508873,天成飯店股份有限公司,20221011,['房務部-房務員']
總機(客服專員),全職,6,客服／門市,60102,客戶服務人員,1,20321231,1. 正確且有效地接聽及轉接每通來電。2. 熟悉全館分機與各單位工作職掌。3. 清楚記錄每通來電訊息，並正確轉達。4. 回覆電話留言及處理官網電子郵件與訊息平台。5. 協助客房餐飲銷售與點餐。6. 具有1年以上客服相關經驗。,台北市大同區,1年以上,輪班二班制,月薪,30000.0,33000.0,專科,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2368745&HIRE_ID=11543595,雲品國際酒店股份有限公司台北分公司,20221026,"['總機', '專員', '客服']"
《11/24艋舺站小徵》火鍋內場主管(主廚/副主廚),全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,3,20221124,"1.集團火鍋品牌廚務及資產管理2.人員招募、教育訓練及績效考核3.菜單研發、製作、SOP標準流程製定4.廚務成本、製作流程、品質控制管理5.廚務備料、烹調製作、出餐流程管理6.執行廚務專案工作7.執行主管交辦工作【11/24(四) 下午2:00-4:00 ,艋舺站辦理微型現場徵才活動】",台北市不限,2年以上,輪班二班制,月薪,50000.0,80000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=791733&HIRE_ID=11582017,城市商旅股份有限公司,20221111,"['主廚', '11', '24', '小徵', '火鍋', '內場', '主管']"
清潔人員,全職,19,清潔／家事／托育(保母),190101,大樓及辦公室清潔員,2,20221114,1.辦公室清潔事項2.交辦事項等*意者請先電洽預約面試時間，謝謝。,台北市不限,無,日班,月薪,25250.0,27000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=532195&HIRE_ID=11453749,嘉新事業有限公司,20221014,['清潔人員']
家事服務員,全職,19,清潔／家事／托育(保母),190201,家事服務員,1,20221116,幫傭,台北市信義區,無,日班,月薪,32761.0,,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2229313&HIRE_ID=11541993,楊維顏,20221025,['家事服務員']
廚務助理-台北西門町,全職,16,旅遊／餐飲／休閒,160206,廚師助理,3,20230630,1.協助餐點製作 2.食材品質維護 3.廚房相關事務,台北市萬華區,無,日班、夜班、中班,月薪,32114.0,35273.0,高中,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2444803&HIRE_ID=11501267,這一鍋餐飲股份有限公司台北西門町分公司,20221005,['廚務助理-台北西門町']
,全職,12,新聞／出版／印刷,120110,中印（尼）翻譯,2,20221231,中印語翻譯,台北市萬華區,無,日班,月薪,32000.0,35000.0,不拘,https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=172383&HIRE_ID=11552675,格瑞特興業有限公司,20221031,['nan']
